Purchase ID,Customer ID
0a533c04-a776-43ee-a9ca-fa88cb8efc4b,abe693e1-533a-433a-9d08-e3015cb242f0
887289a8-cc7a-482e-9125-c4ff12383a4f,fc853f4c-c2bf-41a2-aa41-17e7443dcaae
2ecd0c42-9f49-4e55-8826-a77cc88ae94e,126277a8-5395-485a-b68b-a2aa7a00a28e
e14db72b-d350-4863-8f44-5ffad0101964,b9955e97-a687-400b-a6b6-b06160f4f17f
ad195289-8cd5-4913-bfdc-d16d5c916a69,9a9ac184-84e3-44ae-9b7f-cc93a7f1a813
3debe19a-84d2-40bb-a1f2-318be9c2fd7c,b9e68856-2953-4125-9910-5f3d6415fd42
bd135c18-d544-4a96-a780-8c5427f136f0,80ad0be0-c8cc-42c6-86b2-9061723d8ad2
e26129fc-343d-426b-b065-ab4780b9268e,95e7c82c-6804-475f-93c9-1c75cc06086d
093c0b66-7718-4558-be3f-25cee007e4e1,b0c0cf2d-c42c-444e-a0db-f5619305a210
b78d93f0-275a-4475-9dc5-6491f515fb5b,2fe54b48-cbb4-4b2a-a974-f75792d1c6ba
ef772e11-89da-4a4d-ba62-fa959732a4c5,3cf2eaff-3f66-46e5-bbf2-38179d0f39c0
9611f8fb-aaba-4c7d-acc4-c0636875fe04,6c290a81-4d1b-416d-bbb2-19de2242af92
61164ede-0628-45af-872d-de817f7a6eb7,b932709a-2078-47dc-9f4b-cc4e2f9fdb0e
2b4c609b-4a2d-42a7-93a4-84eb7dfc3b5a,485364f3-93aa-4071-818d-0bb3b10174e4
a31fde72-49f4-4118-9bc7-1dc3ff8c5106,411e08c4-170e-4134-a6fe-762dd765d0df
b5d4a9dd-deae-4e65-bc5d-1d8c013f82a5,0bb2e4cc-aea5-4756-b4cf-26a487c7f0b0
3090923d-cd9a-4319-adb5-54211d7b2ba2,320d5c98-397d-43ee-a1ae-13a8d587ab76
8587f479-f87c-4ff8-b6c5-0cede9c8706e,bc6dbc43-7140-4ded-9e2a-cc5e00493338
f0774647-b69f-471a-aadb-faa632e6e248,066842fb-e892-454b-9138-e924936104a5
3edd7054-3965-4af2-ba1e-b0b6b3430f1d,0172d666-80a6-4958-9a81-5ab4ed9c2efb
e1bd953f-dd34-456e-ab99-a6a2bf80c0a6,dc1e3e80-2d8d-4129-a4c9-e5d9386e501b
d9b90738-96be-43ca-9419-4327bf9b6c5d,a1fc7089-e519-4a87-a8d1-8f5d340f52ad
384432fa-9bc0-4f95-bb48-d79475a90ba7,52aee699-3455-4aaf-9ae2-4f14c8c95f69
bb6c4956-8c26-4a73-b114-cbe0a1be03d3,7ddeee77-8b88-47c0-9e39-ef078cef58b3
16594542-b5b5-4cf2-a3ba-7eba4ef9f408,617aa979-8e46-4ee0-b81c-a48cd14058ef
37a56032-85e7-49ef-9c64-bc3fb3501103,7a55bd2e-d915-4b25-81e3-09004e7c2abb
c6db2c0e-c46c-4c63-a49c-d60caf3bac30,0175dd80-c82e-4d8a-8b8b-cc20ce8302fc
bb502200-eaee-4c66-9038-334a1afbcd65,7cae5cef-1197-472c-ae98-6719b02db235
6b74355d-b85f-4a3f-b0dd-1e3f8e26c7b6,87dc681a-20a4-4058-b71e-8750189dbf48
e2b613ea-73cd-4dd5-8cb5-e0c5fe8e3546,d16f8d85-3317-421e-b4e7-712b08b17450
84b6002d-b5c5-4bf7-a225-a19238ae2c36,a1ed28a2-9b34-498a-b82a-e12ec2d1c8aa
62b36630-8ab0-4d55-aa8c-0cc40793fb51,3b82c47f-b59e-4e87-8ce2-305d4fdb8afa
0b363d7c-25ca-4334-8662-08e26b3e9cf0,eb2db4cb-7289-4b36-a59a-d73c49268e89
6c63eccb-af1a-46f4-9f17-6e9ad5ef0878,b981e791-0f3a-4b4a-a2f8-c4700b534c73
107f729f-02ac-47f0-a55b-a5afa51d18cb,d9d94c55-5b33-410a-afd1-e62317828eb7
4d4a5836-58ff-43dd-af53-4f5518cfaa5e,2701478b-7201-4dd6-8807-6150c4c2e92e
44c9d917-9af0-47fc-b202-a1ef0ffcb08f,7973910e-1fd7-443b-9d2a-fc7dbb651f90
d2a69f78-4bb0-490f-ba16-e1f650438b50,461da3f7-838c-469d-b651-628b3918fa65
8311308d-2ca4-47fb-afb5-46f40f0d6170,618ac91e-3ad9-4540-a712-b50631295777
56627e68-58fe-4784-bb3a-03edbab862bd,25b9d92b-dde9-43fa-8c57-345935743a4f
77663324-1a3a-4647-8de8-fe7c74624fda,437a4f65-e555-4baa-a784-57a95723257c
24b98550-6c29-42f0-8010-3a4f7ed967e3,55dfaeeb-a1af-42ef-b954-505066efcbd6
7d0c64b2-905e-4995-b57a-6f2cdc3f32f5,e5269ba0-6cb8-4ae2-989e-67dcfcf0d64a
e4b50ff9-e5f8-420d-9a8d-31fcae695586,c90c698d-9c4e-4e14-bc60-a28f77ee17ec
6c448431-a1a4-45a2-b10c-0cb5aa22b4c3,7f354844-b567-4f2c-bc3b-0861ad30f916
9a272f9a-52d8-45e5-bbac-c45064777ad2,a01b5fef-05f5-4353-82a5-fb167dd3995b
3eec0aec-94c9-4d54-81f6-6d6885ccd0c4,e5772a64-01c9-4006-ab72-72a542c7d7c2
