Purchase ID,Review Rating
0a533c04-a776-43ee-a9ca-fa88cb8efc4b,
887289a8-cc7a-482e-9125-c4ff12383a4f,
2ecd0c42-9f49-4e55-8826-a77cc88ae94e,
e14db72b-d350-4863-8f44-5ffad0101964,3.5
ad195289-8cd5-4913-bfdc-d16d5c916a69,2.7
3debe19a-84d2-40bb-a1f2-318be9c2fd7c,
bd135c18-d544-4a96-a780-8c5427f136f0,3.2
e26129fc-343d-426b-b065-ab4780b9268e,3.2
093c0b66-7718-4558-be3f-25cee007e4e1,2.6
b78d93f0-275a-4475-9dc5-6491f515fb5b,4.8
ef772e11-89da-4a4d-ba62-fa959732a4c5,4.1
9611f8fb-aaba-4c7d-acc4-c0636875fe04,4.9
61164ede-0628-45af-872d-de817f7a6eb7,4.5
2b4c609b-4a2d-42a7-93a4-84eb7dfc3b5a,4.7
a31fde72-49f4-4118-9bc7-1dc3ff8c5106,4.7
b5d4a9dd-deae-4e65-bc5d-1d8c013f82a5,2.8
3090923d-cd9a-4319-adb5-54211d7b2ba2,4.1
8587f479-f87c-4ff8-b6c5-0cede9c8706e,4.7
f0774647-b69f-471a-aadb-faa632e6e248,4.6
3edd7054-3965-4af2-ba1e-b0b6b3430f1d,3.3
e1bd953f-dd34-456e-ab99-a6a2bf80c0a6,2.8
d9b90738-96be-43ca-9419-4327bf9b6c5d,4.1
384432fa-9bc0-4f95-bb48-d79475a90ba7,3.2
bb6c4956-8c26-4a73-b114-cbe0a1be03d3,4.4
16594542-b5b5-4cf2-a3ba-7eba4ef9f408,
37a56032-85e7-49ef-9c64-bc3fb3501103,3.6
c6db2c0e-c46c-4c63-a49c-d60caf3bac30,3.6
bb502200-eaee-4c66-9038-334a1afbcd65,5.0
6b74355d-b85f-4a3f-b0dd-1e3f8e26c7b6,4.4
e2b613ea-73cd-4dd5-8cb5-e0c5fe8e3546,4.1
84b6002d-b5c5-4bf7-a225-a19238ae2c36,4.7
62b36630-8ab0-4d55-aa8c-0cc40793fb51,4.7
0b363d7c-25ca-4334-8662-08e26b3e9cf0,4.9
6c63eccb-af1a-46f4-9f17-6e9ad5ef0878,3.3
107f729f-02ac-47f0-a55b-a5afa51d18cb,4.6
4d4a5836-58ff-43dd-af53-4f5518cfaa5e,4.0
44c9d917-9af0-47fc-b202-a1ef0ffcb08f,4.6
d2a69f78-4bb0-490f-ba16-e1f650438b50,2.8
8311308d-2ca4-47fb-afb5-46f40f0d6170,3.7
56627e68-58fe-4784-bb3a-03edbab862bd,4.2
77663324-1a3a-4647-8de8-fe7c74624fda,4.6
24b98550-6c29-42f0-8010-3a4f7ed967e3,4.5
7d0c64b2-905e-4995-b57a-6f2cdc3f32f5,4.1
e4b50ff9-e5f8-420d-9a8d-31fcae695586,3.7
6c448431-a1a4-45a2-b10c-0cb5aa22b4c3,4.6
9a272f9a-52d8-45e5-bbac-c45064777ad2,
3eec0aec-94c9-4d54-81f6-6d6885ccd0c4,
892c04a7-9e30-4152-93cf-50b08eb2e453,4.5
fea5d77b-b908-4e04-a8fe-6bb0d9330eba,2.7
a92695df-c817-4a28-bf6b-17c02bd2f7bd,4.6
d119ebb5-bda6-4d1f-8ca7-cc3482172760,3.7
a0696377-0595-4b6b-9f04-2f8c05e3676b,4.7
028e357d-10f2-4794-9781-5f9a4e91a187,2.6
b5c43a22-9f02-49e1-817a-611da9613702,3.9
d05db3b7-e10c-4edf-9d86-7afe97c8dc76,4.2
2e4cfa80-1d06-4ac4-8596-dc4f5a09feac,3.0
a2e18847-551b-4b16-ab0d-f56ecb409aca,4.7
7ed12234-c4c1-49f9-a0d9-88086dcbef3d,4.4
fbfecf3c-f52b-46d9-858c-bb80f9aeac35,4.2
a50ac003-55ac-4dc5-9749-a28b7e9c6afb,4.6
ce5d2a1b-474d-40bc-9fb2-2394e38ac55b,4.0
1cd2b96c-7e5c-4eb2-9cd9-37113220875c,4.7
fe5322ec-be22-41b1-a80d-8144e0338b54,3.8
8bdc3342-223d-4b76-90af-f3e34423c240,2.7
83081de8-3c22-40b6-8445-1f1d279b0250,4.8
4ac8c751-9e8f-4cd8-be13-35093cb3764e,4.8
0fc7f5a8-3042-4850-8654-ee2793a65c71,4.7
8feb23c1-099a-4ca5-90d5-e9e64411d999,4.4
9ec5e77e-8d7a-4936-ae78-246fa8923ace,3.9
85ea77bc-8e0c-42f3-a8c5-4334bafd33cb,4.4
fc0c238e-37fe-40e0-9d4f-ef0f9249af5e,4.2
ecde4305-c029-41c1-98ba-f87a59d59a3a,
8527ac7e-7564-4feb-bda8-05d8439c385b,
2e6955d3-4855-48d3-981a-4aefdc270ab5,2.7
af3d2ca7-a2f1-4957-8ea9-9c4cb3d5129e,4.5
3ce905ba-fee8-4d4b-aef4-5e61464703ed,2.7
f8ff4c7c-227b-4aad-b5c5-abc8805e7956,4.2
c28de05b-b5ab-4b58-92cd-49bfd8e8ab03,3.3
db1a70ff-47e0-400d-bbbc-cc0c756cdcb8,4.7
0bdbca7a-3aa2-4385-9b07-9d3003cffbf6,2.6
3f79c8db-7bf9-484f-bc7a-a726eddf073c,3.3
1196f394-bca4-4c4e-91d9-904750ba6651,2.6
e3c49837-3891-4ae1-b917-6ee4d1c541d7,4.0
e0d20d2b-d43b-42ea-9244-cac2642255bb,4.1
3af5de3e-23fb-4cc9-8b80-db9df4d39d11,4.4
236902df-d659-495b-baf7-c45ac439eee3,4.5
d8068a74-66e4-444a-b67e-acf09468b4b5,3.7
7500b509-eaa1-4959-8dfe-6ace97906d77,3.7
25be1e24-f517-4dc2-828e-b25a106ecdc7,3.5
fb6bb139-0952-494d-bf46-733ab908e349,3.6
3e10ca3e-89b4-4662-ba30-f7f595edd198,
635a7468-803c-4d62-a4b8-440cd03246a7,4.6
d2960658-16fc-41ae-8fa8-83e474c57c75,4.4
920d560d-c918-46fc-a3c6-bf484b3feef5,4.5
de34eb5b-e23c-443e-b7ad-d342ea4e2ffa,4.6
e57eb1a2-e539-4fa4-ba9c-d44f9e419933,3.8
f1981e10-5c4a-4e3a-8350-5eed7be45720,3.6
b8245308-654b-442b-b5ca-5f2707cf4b7f,4.8
2caa04e5-0121-409f-88b7-d33eee3c028e,2.6
81a6abae-2519-4d2a-9f4d-0c3b99bfa96c,3.7
aa285f3d-c564-4be2-b49a-a5268df9eb83,2.7
5390a6a8-656f-43ac-9dd2-dc8c8b0b1d53,4.6
846c47ff-b7d6-441d-90a0-6b3ca8077889,4.8
145af45e-9563-4743-9d93-4089f41839d3,4.0
bb60842d-3229-4fd6-b994-eaab05dc7a89,4.4
91968455-624f-4c7b-930c-e2d30edeb036,3.6
38fcf0f8-89ba-423d-9874-db02ab2ddb66,3.7
4923e1b8-ade6-4d60-b8f6-a861deef5aa4,
8de8158f-97f4-4a3b-b915-9398fab9afc2,3.4
4b254e44-59b9-4491-8bcc-df2c7b9ebaa3,2.6
83033ce1-555a-4ebb-826d-bcec2824b79c,4.0
101edd40-b75c-4076-ace9-07eb780a9c81,5.0
b0a78928-29db-4788-8fa0-073b8211559b,4.3
c026a034-a508-4c78-a478-2ea0705276e6,
5a3f3b12-1ff7-4bae-87dc-d45cb37a30a6,3.7
f70272cd-bae5-4050-bf18-cb7d60bc22f1,3.8
1538c191-a15e-44ff-8fa1-660900137f18,3.4
56efd429-a3f7-4a79-9445-f101c41c8b4b,4.6
19b85b7f-0945-47ca-b45d-0c73cb153d05,4.8
da67ef58-2192-44b3-ab3b-46580c2440d5,4.3
3608063a-1049-4891-bfeb-0bcc70359378,4.0
b25ec1a3-8162-463c-a49f-61679ba9d8f7,4.2
21e21caf-0057-436a-8a87-a68c5bb85150,4.8
b87d70d0-9b85-48b1-81f5-06bcb79fa687,
10245af0-4daf-4b95-9db2-b397e92b0e12,
ec65b036-5d64-4391-8075-f74a82f17eba,3.6
4436105b-1f3f-4905-bd0f-a8836792d7c7,3.9
1742b9e9-ca9d-4b2f-8504-e0c26371c1e1,4.8
eb92a72b-966d-432f-95ec-42dffa64e4b3,4.7
ed7d7d1c-f16d-42cb-93b8-c75ca9f56adb,4.2
b9014b82-e1b1-4d6b-8d7f-d9e9b2a208b4,3.7
3ce52a11-4cc9-459c-afbf-863e7e45c8a6,3.9
337ee1d7-94a1-4432-b642-37f381a1b426,4.7
639ee49f-f5fc-4e35-9a7a-425ab87eecdd,2.5
1a9b924e-83aa-4533-8099-6f16bcef3bfe,4.9
7e3d1d94-b903-409a-b932-44cb3616f964,4.1
cc27aefb-849e-4200-b9ec-013d2a7ff6f1,3.3
f8c552b1-c727-4ce9-91fe-bd237aec2b37,4.7
62ed32bb-a292-49a1-90fc-293a69eaf46e,4.4
cd0a6f65-8614-4e97-943c-8275322fc440,3.8
81f41174-87ef-4a6c-be86-67e80df9e4ce,3.9
bf022143-1c48-489a-8515-34cc0159c034,4.9
3de3094b-e670-4c2d-831f-61a0f0add4d1,
4982f589-eb30-482f-9620-8121b59f5083,2.7
948e2d7f-deaa-47a5-aaa7-fec25bb295b9,3.2
de26651c-97fe-4355-a01b-cf2e29740c99,4.5
e2fddece-1344-4271-b7d9-321ef549049b,4.0
b7fd02b6-3c60-40a3-a1ca-fd711ce74087,3.5
63c15c38-6c1b-450c-b74c-a13d0c94ea27,2.6
b95a3f47-d59f-45a6-8f59-8bf1ff5ce427,3.2
d6743f81-4ea9-4835-b3ad-13c788afd50a,4.9
7017acf2-3e14-4c0e-916e-132e7d129a52,4.5
b8de074b-7ae4-471a-960a-e2894461a0c6,4.3
553ea42a-34dc-42cd-b892-987e24773b18,3.2
1870c32c-48f1-4443-ba74-4d983b7a4611,3.6
50061ef5-ce76-4ce6-bb00-f32e4674e0b5,4.3
f0d8af08-f999-4842-a9c6-0437fef07864,4.0
c21c3e9c-e1b1-4159-a26c-67b7447dc475,3.0
9a966c02-be31-4bcc-939a-c385cf425fc8,4.1
0ca94c14-8d34-460c-a947-c2733c7e7b71,3.8
a974c321-752d-4826-955b-3891dc75c401,4.6
bb40b7ff-da4c-4557-99f8-f0c95f97a4dd,3.0
98419e5e-7e16-45ac-92a5-69814130bb2f,3.0
937ddd14-65d2-469f-9ed9-162b6f710a74,3.4
b5e93ddd-2bac-43b1-bafd-27e8b0e2ac92,2.6
0d0dc688-a53c-407a-a899-4e1c3098e2d1,2.8
1d7ef408-79eb-4f25-abc0-7b9bf53a620c,4.0
58d6e410-6517-43f7-aef8-99a3052c858a,4.0
a4afb913-77cd-407d-a73e-8a460d814e67,3.0
d0aa8c3c-dffd-4441-8726-72021e7d9708,3.3
145b7967-52f1-46fd-bc55-eb862a5c49fc,2.6
c9d3166b-fb58-4213-a6ec-d625f6f119ce,3.6
96b1a988-300f-4bb0-8a19-93601e1c7c04,3.9
6ea44691-6acc-4173-b8d9-1cc81017b511,3.4
c591acd5-534b-41e6-a6ab-e399b2d3ed8e,3.5
71e32690-4fd9-47b5-ac01-c63b546f0a2e,2.8
bf6f329a-9cc9-466e-8e7e-128b780a26b9,2.7
a6675626-a097-44ac-aa6b-69ab73dcf643,3.7
e6358e5e-66bf-4e09-9a4d-4456f806c554,4.3
ace3ef34-792a-46a1-9f24-9c75f6e07d9d,4.9
76edbee6-5684-4bd6-99ad-768286193631,3.3
480e9cb9-9d03-4f49-941b-43d46cfea523,4.7
6d91f743-ce8f-4e32-85fd-ea823f26dd9c,2.8
6ca66903-2edb-4809-8ccb-2a36e6129959,3.6
a3fe1c2c-bc06-4b5e-ba28-3a42b1efb9a0,3.0
3be8ad85-79be-4e53-b698-09dbccc7ac74,4.5
455fad17-5048-475b-8803-1f0520819935,
131c933e-5bb9-4395-9a4c-582632ceca36,3.3
68a55d4c-c4a6-461e-8094-b7d41db34846,
2602f360-cb87-439a-b2de-6a479cb31d12,4.4
35a17e8c-01c0-4c68-993a-71bd3437af43,3.0
d5961586-6360-4764-adc9-658d99002f4a,3.9
874fa08b-c935-493e-85bc-da0f62758c68,
f0301227-b781-4d17-9d74-d92d4db221ac,3.0
50a44cf5-2849-40a8-9c3b-029f43de33e6,
676e2c7c-4d7d-4e50-b775-8a2f48918118,4.3
92c1f8ee-dad1-4582-8756-b01a224a3b4b,3.9
132fe90e-4b10-47e1-9fc8-a6ab16a66c7d,3.2
6ebd8360-c513-4c12-af2e-6bf1680d95be,4.8
f8ff151c-0088-4001-b5a9-48c205a7afbb,3.8
c2b29874-928f-4b0c-9e4b-bc66a4bf2d12,3.3
fcca84db-f757-4eb9-8f20-9f1a0e6b27ad,4.3
5033e8de-8cd9-4dbb-9ddf-79600f248453,2.7
bad217b0-429b-4c51-b060-38f258b6d98a,3.2
b35c6f95-6f64-428b-80a1-b45e542452be,4.0
20688c67-e268-486a-831d-14971371e87d,3.0
b849c713-8a8e-4b50-a38e-59a78fa642ff,4.2
e1f09f26-718c-4891-b85c-dd04aadc74a0,
fd971bf1-9415-402f-b020-c26341d2b1b2,4.1
36a1e5f3-6f92-4817-8e4e-488bb48e7c11,3.2
30f0ab5b-e028-4af5-980c-c459121c5808,3.0
ac4a81fb-8b91-420c-9167-5c71239247cd,4.2
99eb7ce9-d403-4287-bf6b-bf41c2719068,4.2
242b5097-64d9-4dac-9513-0bf085fd22c2,4.4
32e40f24-b92c-4e20-8278-594844cc5e2c,4.2
c03ca629-ab87-4dcf-affe-00e10b0343a9,2.8
02abbbff-86a4-41e8-a356-791008fc5994,3.7
9578d357-f9d3-4fe8-a41a-09f5dce62c07,3.5
5835e3cf-906d-4bf5-9cc4-a1b241b16877,
7c186ea2-e01b-4c56-8f27-d983d2eed02b,3.0
670661e4-045a-4bd8-b197-4904029cde5d,3.7
837e7e73-2180-4b7e-b551-ecfa3f3ca756,4.4
6d90ded4-d048-40ac-a72c-7407d311c49a,4.5
18b89d1f-57f0-43f2-9aec-d6acdfb87c75,4.8
0786c4b9-867b-45b1-b9ee-34fbd04254ce,
89b55dc7-1de1-4f29-be4e-a872dd21e8c4,3.2
d3ce3afe-1f64-468f-ad7b-79818ad2f7cc,3.3
adbb862e-9d07-4a06-85f3-cf09fe4a1fef,4.2
ed790340-938b-4dde-9777-37a3185e716f,
b1c8eceb-238f-4fd7-baad-ace4782a2a50,4.6
f55ff4fd-2271-49a3-9c57-c7f4d2c7e4d9,4.1
60145ceb-ce79-4f60-8e0f-098903042205,
6759b109-ad69-4e73-82f2-725c20f6e768,4.2
f0c8eefd-7fdf-4ee9-a7d9-a030222189af,4.5
7fe4a276-99bb-4317-8961-7fd305878f0e,3.7
7d7b795f-ceb1-4124-873b-8a61e3a61744,3.7
89abd490-c5d4-4764-a15a-662af4b7f90d,3.4
5d211af2-0edd-4a68-b82b-ed507eb9d221,3.0
4d3caac5-5525-4041-b175-cf4e01b0b34d,4.2
f45314a0-d3d9-463a-a818-29542208ea7c,
7541bb25-e8d2-4c03-a06a-e30a0adca6e2,3.5
09d9077d-5efc-47c3-9586-716663992596,4.1
4cad6dbf-68b1-4760-942e-9cfc13e2361b,4.3
247b8192-d99c-42d6-aaa4-525f551eb1cf,2.8
506d146f-ca42-4ff0-bfb1-21168a632552,4.9
37815be2-3373-4523-8024-084e1f5b91b0,3.3
4918c6e9-f9fa-4486-b199-b0728700befa,3.2
884e74ca-b04f-45ec-8031-e5443ec835ec,4.4
e3bcacfb-e1f5-4ea3-8ce1-6da045aaaf7c,4.8
c13e0122-30b1-4e5e-a5f0-c72c8a9d355a,4.2
8277f601-fb89-42c2-aac3-89d0d95c991e,4.0
87a5da6b-a0d6-4292-9d0a-e582b42cda99,2.5
1c75a226-7dd9-4622-8d43-365190b12a0f,3.9
5d0f7ae3-764b-4001-9250-1eee1ad41109,4.9
b3affb56-80d2-4623-b7a2-ae0a624f4df4,3.5
a95a649d-0421-479b-9483-6b5097ff7c92,4.2
4a1a8bd5-244a-4955-8511-6cd8794a621e,4.7
d0b89db5-0d98-4ed9-8b02-d6b441061ed0,4.5
0ff27c8a-2703-46d7-9731-01e699e385d5,2.8
31fc261a-d974-4c4a-8956-56535d175a4e,
c725cf72-bca6-42e4-a247-6cebca1bd822,3.2
0c864cc2-9c82-4527-a0ee-d3ae148681a3,4.9
63d25cb1-1156-46ca-83f6-ff35815c2c53,3.7
432ce527-6a7a-40f7-98d0-cd18fd6e3f33,4.3
b2dd609a-2ed1-4487-9eb8-a8658f2f045b,3.9
b00e07f8-9bec-4998-9abd-b9a6acb82660,3.2
965c43c4-fa7f-4dda-b6ed-96e1aaaf42c8,
2400f6e9-bdcb-45cb-b591-376300a4e132,3.9
3a2c7bf8-a191-4404-b698-edc40755971f,2.6
666d4392-94b8-4d2f-a9bb-573ec25b8ab4,3.3
0b1914fc-bfd2-4aca-8859-60079669d110,4.6
a29a97d4-55c1-4525-b0b1-d23912a8b2bc,4.6
5bbf69b8-627d-4f7c-b34e-83f58a60ecac,4.4
e4283650-ce49-4a6e-8522-714575ceb332,4.2
e1d73161-1273-452c-8e8d-44b63bbeb968,3.0
9ee7dede-5829-4c23-8401-4bcd7a483a90,4.0
9fb15565-a4f9-4bb5-af8a-2396ade880bf,3.5
1282af9c-85c3-4908-9bcb-f2c31ae527da,3.0
58eaa9c4-efc7-4d30-a111-a04a0d94294f,3.7
942257bb-b7ef-46a2-892f-1bf91042ef6c,4.0
9fdcf15b-4fde-40d2-8bb6-2e2354e4885e,4.2
fa445c88-dcf1-4674-982d-dc1de650d951,2.5
0c51ac2d-dad7-48f3-a598-bf45222ea53c,3.0
2b6b397c-feb7-4669-bcbe-9711fa2a87b6,3.2
9e9fdd24-4b7d-411d-9c70-0b6eb36d8cf7,3.5
98644794-f05a-47cc-8b38-ecdb1e2e3183,4.8
ff3a784c-9234-4699-be82-215b93a9ec24,2.6
4f39724f-8897-43fa-8440-1281cc5f84c8,3.4
fe014fa6-3377-490d-ba5f-9838d5f85354,3.7
e84ce2f9-31f5-4efc-97ef-08882344524d,4.5
d809f857-527b-46bf-ac0e-83a2740b5252,3.7
3cc820ce-729f-4fec-b191-d4f2f7284b61,3.3
9a645640-243e-4407-b8fe-3335fe5e86dc,4.7
faa78495-abe3-4913-bda0-64ff95c711a6,2.7
f1fe6cb1-d5dd-463f-9886-f6aeb7e02f25,4.6
84a694ae-11b7-4274-8d2a-d047128b0e77,2.7
8944463b-7828-4fcc-a8b5-ee6dcda86adf,4.8
cc9970e2-fe0d-4a4a-b8a9-90343e6cf1f3,4.4
d4ace3b7-c577-4beb-b501-568fe7db7563,4.0
8b31b75c-a3b5-484b-8817-a4bd22fee914,3.2
f4d71f99-37fe-4141-bfdd-4cc05aaf7ece,4.4
4560d7c5-8ccc-49f9-a1a4-567813527500,3.8
ce48db01-ec0b-4cd2-8e13-b7b1e52f2eec,3.6
00d2d923-c86f-4bcf-863c-ee425712bcae,3.3
7fc0469d-22b7-4e8b-a617-ccbb1c725e46,3.4
a61d68d4-dfc9-4bb1-8307-173d27d2cd3b,3.5
08a03550-cce4-400a-99e4-6f623c56f499,3.6
2891be07-3c11-409b-8df7-33e393860ba2,3.2
da06be66-8286-4bb4-ae31-b2d6cd6d8afd,3.7
8351cb27-cfc7-4cb7-a7c5-f99c8d9909b8,4.5
840fb40f-52f6-4039-be84-6b162fa68609,4.6
fb2b9bae-0bfe-4846-8e59-8981b5469d22,4.1
b72f4780-91f6-4b11-a6fa-beaa24b7bc9c,3.4
ede37812-5466-417b-adcf-1b0daea5adc1,3.7
4ac67a8a-3a5c-4266-a516-73b0da93f9fa,3.3
6478e872-aee0-4471-99f6-4c795b856bc7,4.5
57d15f67-a9ba-4d3d-9bf8-3249183d20a7,3.3
388caa75-9109-4f54-b5c5-d3ce5f1242e5,4.3
fcb12396-62b7-499b-990e-3b3fc0d87170,2.5
4631d1de-3dfe-4935-bbee-0ff0f77c9b78,2.6
72030871-777a-48e7-ac3e-5e0f1d846308,4.9
d76d4ef2-f955-400f-8a1c-48519aee911d,4.7
6218d8e2-6734-46a1-9d3c-ee9f891364e6,3.0
ba48e908-112d-4eab-8133-d472ed21abc0,3.5
ad59ecd1-3b02-4d6f-95f0-207c8a2fe691,4.8
72bd2182-170b-44f4-976d-8d46a682f0e5,4.3
3b38f789-aa8a-46e4-90bd-d1a2be06e06b,3.2
1fbaced5-a67f-4d1a-9e1c-e234fa607ec2,
3d545907-90d5-4939-8fbe-ce1fbf1153a9,2.8
96fca07d-993e-4fb9-8816-a463e5040b23,
0056fb9a-bd88-4bec-a6f1-6fbe8c605cdc,3.7
4dcf3619-cecb-46b5-9e28-f3fc993e8562,3.3
44104213-80eb-482c-aa9c-9b882ac1c1aa,2.8
d5f76463-ffa5-42c1-9471-5ee42daf56bf,4.5
50eac0ae-54d1-4e2c-b063-ea03f1b2f9c3,2.6
951eb7f0-bcaf-4286-8f70-924ca8924757,3.7
199b9791-919e-4287-ada3-f13fde8d9410,4.4
782ac0dd-a2d9-4edd-8379-d68d2f313476,4.3
29c2598f-fe71-4e22-8507-51b1e6f521e5,3.5
3be35bb7-7f7b-4d2d-947f-f90af1490753,3.8
594ad500-9f57-4e39-886f-55d0d70900fe,3.5
40faedeb-2333-4606-bd5b-d62f550d811f,4.6
13c2284f-085b-405b-8316-a346db3994cb,2.6
b1576450-f5f6-4a94-a619-0816b4fc6a4e,4.4
d94ff27b-4a37-48a7-982d-cf633004a709,4.0
f20aca6e-3123-42bc-9c4b-f97ce6c28820,4.4
beeee935-b43f-4193-977d-213e20ee8e14,4.7
00b0c2ac-7787-4b48-80ed-0c8ac940aa91,3.9
e01ec49f-13e8-4eea-9ea5-0ebc089aec90,2.7
72f9dfde-4f4d-4366-beea-f24378144265,3.7
0cf72900-e01b-4895-9669-f4c94d1843da,2.6
e0faacb1-8173-4007-9737-a3d0d7b6c66f,3.9
cf4543ed-bdd9-4d47-85d3-31f390fe3ab4,4.9
4df2d370-40f4-4dad-affd-9668d05a9724,4.1
ef40a1c6-8cfc-4ab2-b095-b7eda9722e1e,3.0
2b5a585d-5f78-44be-a0ca-1b9b96025c62,4.1
a345adbb-27c8-4438-9417-5e18a8be9e86,3.8
1ab90461-7edb-42c5-a0c9-da353d1cbfad,4.0
e367c386-30f5-4e4f-8c6a-3cbef619e372,3.6
5d7ee71c-b792-44d2-9d2e-1b86e6739072,3.0
bc61ff4a-499e-4e6f-9d6b-b49102d2b3a6,3.0
749af2f6-e2c9-46ff-a506-269bfb6ed828,2.6
1ad93763-a58d-40a5-80ab-0a292fa7bc43,3.4
12f9d2fa-fcb3-4007-bb27-cd87c706aaa2,
242f01ce-7068-4353-b6da-0d801d3c60a1,3.0
87895fcd-396b-465a-a284-d5d9dbdc87a1,3.7
0d954a40-8b16-4512-a6ec-2e4b816d1e02,3.5
1c0da546-1b7f-4bb4-a1d9-a8574a5c80cd,2.8
e9071975-7b81-4ba7-80e4-4171d9595f78,4.5
3f319d0f-4c64-420a-8ad4-f74e2368dc3f,3.3
e1426e3a-1dc6-4d61-8669-d25f69a8062c,3.4
b3127663-4087-4025-b836-c14fdb7ee9fc,3.2
6cef35f7-22ee-49b0-a2cb-0c30ec702448,3.7
3d93c77e-198c-43c1-be35-279351a98f20,4.6
2e850ce0-24b9-4a16-9b59-dc87d0a4cab1,5.0
2f8bb233-ede9-4530-8efc-85aec1e15540,4.4
